unit,time,y,treated
nagoya_sports,2024-01-01,305.1,1
fukuoka_sports,2024-01-01,307.1,1
sendai_sports,2024-01-01,298.4,1
sapporo_sports,2024-01-01,304.1,1
tokyo_lifestyle,2024-01-01,256.7,0
osaka_lifestyle,2024-01-01,244.6,0
nagoya_lifestyle,2024-01-01,244.7,0
fukuoka_lifestyle,2024-01-01,248.1,0
sendai_lifestyle,2024-01-01,237.5,0
sapporo_lifestyle,2024-01-01,243.6,0
tokyo_sports,2024-01-08,309.6,1
osaka_sports,2024-01-08,303.3,1
nagoya_sports,2024-01-08,298.8,1
fukuoka_sports,2024-01-08,298.8,1
sendai_sports,2024-01-08,297.2,1
sapporo_sports,2024-01-08,297.9,1
tokyo_lifestyle,2024-01-08,254.0,0
osaka_lifestyle,2024-01-08,252.0,0
nagoya_lifestyle,2024-01-08,246.5,0
fukuoka_lifestyle,2024-01-08,244.0,0
sendai_lifestyle,2024-01-08,245.3,0
sapporo_lifestyle,2024-01-08,246.3,0
tokyo_sports,2024-01-15,308.7,1
osaka_sports,2024-01-15,305.6,1
nagoya_sports,2024-01-15,299.7,1
fukuoka_sports,2024-01-15,295.3,1
sendai_sports,2024-01-15,299.8,1
sapporo_sports,2024-01-15,301.0,1
tokyo_lifestyle,2024-01-15,251.0,0
osaka_lifestyle,2024-01-15,253.9,0
nagoya_lifestyle,2024-01-15,252.4,0
fukuoka_lifestyle,2024-01-15,243.1,0
sendai_lifestyle,2024-01-15,244.6,0
sapporo_lifestyle,2024-01-15,251.0,0
tokyo_sports,2024-01-22,307.4,1
osaka_sports,2024-01-22,306.9,1
nagoya_sports,2024-01-22,301.6,1
fukuoka_sports,2024-01-22,293.6,1
sendai_sports,2024-01-22,298.3,1
sapporo_sports,2024-01-22,302.6,1
tokyo_lifestyle,2024-01-22,255.9,0
osaka_lifestyle,2024-01-22,252.0,0
nagoya_lifestyle,2024-01-22,249.5,0
fukuoka_lifestyle,2024-01-22,251.9,0
sendai_lifestyle,2024-01-22,246.9,0
sapporo_lifestyle,2024-01-22,244.5,0
tokyo_sports,2024-01-29,306.0,1
osaka_sports,2024-01-29,306.9,1
nagoya_sports,2024-01-29,303.2,1
fukuoka_sports,2024-01-29,295.2,1
sendai_sports,2024-01-29,295.6,1
sapporo_sports,2024-01-29,299.1,1
tokyo_lifestyle,2024-01-29,262.5,0
osaka_lifestyle,2024-01-29,255.3,0
nagoya_lifestyle,2024-01-29,247.2,0
fukuoka_lifestyle,2024-01-29,250.1,0
sendai_lifestyle,2024-01-29,248.7,0
sapporo_lifestyle,2024-01-29,253.7,0
tokyo_sports,2024-02-05,304.7,1
osaka_sports,2024-02-05,305.9,1
nagoya_sports,2024-02-05,303.4,1
fukuoka_sports,2024-02-05,298.9,1
sendai_sports,2024-02-05,295.3,1
sapporo_sports,2024-02-05,295.0,1
tokyo_lifestyle,2024-02-05,261.9,0
osaka_lifestyle,2024-02-05,257.3,0
nagoya_lifestyle,2024-02-05,255.4,0
fukuoka_lifestyle,2024-02-05,248.9,0
sendai_lifestyle,2024-02-05,244.8,0
sapporo_lifestyle,2024-02-05,252.5,0
tokyo_sports,2024-02-12,303.6,1
osaka_sports,2024-02-12,304.2,1
nagoya_sports,2024-02-12,301.6,1
fukuoka_sports,2024-02-12,301.8,1
sendai_sports,2024-02-12,297.2,1
sapporo_sports,2024-02-12,296.5,1
tokyo_lifestyle,2024-02-12,258.5,0
osaka_lifestyle,2024-02-12,253.7,0
nagoya_lifestyle,2024-02-12,257.0,0
fukuoka_lifestyle,2024-02-12,253.0,0
sendai_lifestyle,2024-02-12,253.0,0
sapporo_lifestyle,2024-02-12,249.9,0
tokyo_sports,2024-02-19,303.0,1
osaka_sports,2024-02-19,302.5,1
nagoya_sports,2024-02-19,298.6,1
fukuoka_sports,2024-02-19,301.8,1
sendai_sports,2024-02-19,297.9,1
sapporo_sports,2024-02-19,301.8,1
tokyo_lifestyle,2024-02-19,260.2,0
osaka_lifestyle,2024-02-19,255.1,0
nagoya_lifestyle,2024-02-19,251.1,0
fukuoka_lifestyle,2024-02-19,250.2,0
sendai_lifestyle,2024-02-19,251.5,0
sapporo_lifestyle,2024-02-19,255.2,0
tokyo_sports,2024-02-26,302.8,1
osaka_sports,2024-02-26,301.3,1
nagoya_sports,2024-02-26,295.7,1
fukuoka_sports,2024-02-26,299.0,1
sendai_sports,2024-02-26,295.3,1
sapporo_sports,2024-02-26,303.2,1
tokyo_lifestyle,2024-02-26,263.4,0
osaka_lifestyle,2024-02-26,262.1,0
nagoya_lifestyle,2024-02-26,253.9,0
fukuoka_lifestyle,2024-02-26,253.6,0
sendai_lifestyle,2024-02-26,246.6,0
sapporo_lifestyle,2024-02-26,252.5,0
tokyo_sports,2024-03-04,303.2,1
osaka_sports,2024-03-04,301.0,1
nagoya_sports,2024-03-04,294.4,1
fukuoka_sports,2024-03-04,296.0,1
sendai_sports,2024-03-04,291.8,1
sapporo_sports,2024-03-04,298.7,1
tokyo_lifestyle,2024-03-04,261.9,0
osaka_lifestyle,2024-03-04,261.2,0
nagoya_lifestyle,2024-03-04,257.5,0
fukuoka_lifestyle,2024-03-04,257.3,0
sendai_lifestyle,2024-03-04,254.5,0
sapporo_lifestyle,2024-03-04,257.3,0
tokyo_sports,2024-03-11,304.0,1
osaka_sports,2024-03-11,301.7,1
nagoya_sports,2024-03-11,295.4,1
fukuoka_sports,2024-03-11,295.1,1
sendai_sports,2024-03-11,291.7,1
sapporo_sports,2024-03-11,294.7,1
tokyo_lifestyle,2024-03-11,260.8,0
osaka_lifestyle,2024-03-11,255.2,0
nagoya_lifestyle,2024-03-11,255.0,0
fukuoka_lifestyle,2024-03-11,250.4,0
sendai_lifestyle,2024-03-11,252.4,0
sapporo_lifestyle,2024-03-11,252.4,0
tokyo_sports,2024-03-18,305.2,1
osaka_sports,2024-03-18,302.9,1
nagoya_sports,2024-03-18,298.2,1
fukuoka_sports,2024-03-18,296.4,1
sendai_sports,2024-03-18,295.6,1
sapporo_sports,2024-03-18,296.0,1
tokyo_lifestyle,2024-03-18,265.4,0
osaka_lifestyle,2024-03-18,257.8,0
nagoya_lifestyle,2024-03-18,257.9,0
fukuoka_lifestyle,2024-03-18,253.7,0
sendai_lifestyle,2024-03-18,252.4,0
sapporo_lifestyle,2024-03-18,256.0,0
tokyo_sports,2024-03-25,306.5,1
osaka_sports,2024-03-25,304.3,1
nagoya_sports,2024-03-25,301.3,1
fukuoka_sports,2024-03-25,298.2,1
sendai_sports,2024-03-25,299.5,1
sapporo_sports,2024-03-25,299.2,1
tokyo_lifestyle,2024-03-25,269.2,0
osaka_lifestyle,2024-03-25,263.8,0
nagoya_lifestyle,2024-03-25,260.2,0
fukuoka_lifestyle,2024-03-25,260.4,0
sendai_lifestyle,2024-03-25,254.7,0
sapporo_lifestyle,2024-03-25,260.7,0
tokyo_sports,2024-04-01,307.9,1
osaka_sports,2024-04-01,305.1,1
nagoya_sports,2024-04-01,303.2,1
fukuoka_sports,2024-04-01,298.3,1
sendai_sports,2024-04-01,299.1,1
sapporo_sports,2024-04-01,299.0,1
tokyo_lifestyle,2024-04-01,265.6,0
osaka_lifestyle,2024-04-01,262.6,0
nagoya_lifestyle,2024-04-01,255.2,0
fukuoka_lifestyle,2024-04-01,255.1,0
sendai_lifestyle,2024-04-01,251.8,0
sapporo_lifestyle,2024-04-01,253.3,0
tokyo_sports,2024-04-08,309.0,1
osaka_sports,2024-04-08,305.1,1
nagoya_sports,2024-04-08,303.3,1
fukuoka_sports,2024-04-08,296.5,1
sendai_sports,2024-04-08,295.0,1
sapporo_sports,2024-04-08,296.8,1
tokyo_lifestyle,2024-04-08,261.8,0
osaka_lifestyle,2024-04-08,261.2,0
nagoya_lifestyle,2024-04-08,258.0,0
fukuoka_lifestyle,2024-04-08,256.3,0
sendai_lifestyle,2024-04-08,259.2,0
sapporo_lifestyle,2024-04-08,260.8,0
tokyo_sports,2024-04-15,309.9,1
osaka_sports,2024-04-15,304.2,1
nagoya_sports,2024-04-15,301.7,1
fukuoka_sports,2024-04-15,294.6,1
sendai_sports,2024-04-15,291.8,1
sapporo_sports,2024-04-15,297.9,1
tokyo_lifestyle,2024-04-15,266.2,0
osaka_lifestyle,2024-04-15,265.1,0
nagoya_lifestyle,2024-04-15,265.7,0
fukuoka_lifestyle,2024-04-15,260.3,0
sendai_lifestyle,2024-04-15,257.1,0
sapporo_lifestyle,2024-04-15,259.9,0
tokyo_sports,2024-04-22,310.5,1
osaka_sports,2024-04-22,302.7,1
nagoya_sports,2024-04-22,299.8,1
fukuoka_sports,2024-04-22,294.9,1
sendai_sports,2024-04-22,293.0,1
sapporo_sports,2024-04-22,301.9,1
tokyo_lifestyle,2024-04-22,272.8,0
osaka_lifestyle,2024-04-22,265.4,0
nagoya_lifestyle,2024-04-22,262.1,0
fukuoka_lifestyle,2024-04-22,258.3,0
sendai_lifestyle,2024-04-22,253.6,0
sapporo_lifestyle,2024-04-22,261.0,0
tokyo_sports,2024-04-29,310.7,1
osaka_sports,2024-04-29,301.1,1
nagoya_sports,2024-04-29,298.8,1
fukuoka_sports,2024-04-29,298.2,1
sendai_sports,2024-04-29,297.0,1
sapporo_sports,2024-04-29,302.7,1
tokyo_lifestyle,2024-04-29,272.5,0
osaka_lifestyle,2024-04-29,262.8,0
nagoya_lifestyle,2024-04-29,259.2,0
fukuoka_lifestyle,2024-04-29,263.3,0
sendai_lifestyle,2024-04-29,263.1,0
sapporo_lifestyle,2024-04-29,262.4,0
tokyo_sports,2024-05-06,310.5,1
osaka_sports,2024-05-06,300.1,1
nagoya_sports,2024-05-06,299.5,1
fukuoka_sports,2024-05-06,302.6,1
sendai_sports,2024-05-06,299.6,1
sapporo_sports,2024-05-06,298.7,1
tokyo_lifestyle,2024-05-06,269.5,0
osaka_lifestyle,2024-05-06,267.6,0
nagoya_lifestyle,2024-05-06,265.7,0
fukuoka_lifestyle,2024-05-06,263.8,0
sendai_lifestyle,2024-05-06,260.4,0
sapporo_lifestyle,2024-05-06,261.1,0
tokyo_sports,2024-05-13,310.2,1
osaka_sports,2024-05-13,300.0,1
nagoya_sports,2024-05-13,301.5,1
fukuoka_sports,2024-05-13,305.0,1
sendai_sports,2024-05-13,298.8,1
sapporo_sports,2024-05-13,296.1,1
tokyo_lifestyle,2024-05-13,271.6,0
osaka_lifestyle,2024-05-13,273.5,0
nagoya_lifestyle,2024-05-13,267.1,0
fukuoka_lifestyle,2024-05-13,259.0,0
sendai_lifestyle,2024-05-13,260.0,0
sapporo_lifestyle,2024-05-13,269.3,0
tokyo_sports,2024-05-20,309.9,1
osaka_sports,2024-05-20,301.2,1
nagoya_sports,2024-05-20,303.7,1
fukuoka_sports,2024-05-20,303.9,1
sendai_sports,2024-05-20,297.3,1
sapporo_sports,2024-05-20,299.9,1
tokyo_lifestyle,2024-05-20,275.2,0
osaka_lifestyle,2024-05-20,269.8,0
nagoya_lifestyle,2024-05-20,265.5,0
fukuoka_lifestyle,2024-05-20,266.7,0
sendai_lifestyle,2024-05-20,264.1,0
sapporo_lifestyle,2024-05-20,262.4,0
tokyo_sports,2024-05-27,309.6,1
osaka_sports,2024-05-27,303.3,1
nagoya_sports,2024-05-27,304.8,1
fukuoka_sports,2024-05-27,300.5,1
sendai_sports,2024-05-27,298.4,1
sapporo_sports,2024-05-27,305.8,1
tokyo_lifestyle,2024-05-27,274.2,0
osaka_lifestyle,2024-05-27,266.1,0
nagoya_lifestyle,2024-05-27,269.7,0
fukuoka_lifestyle,2024-05-27,269.4,0
sendai_lifestyle,2024-05-27,261.9,0
sapporo_lifestyle,2024-05-27,266.4,0
tokyo_sports,2024-06-03,309.4,1
osaka_sports,2024-06-03,305.9,1
nagoya_sports,2024-06-03,304.1,1
fukuoka_sports,2024-06-03,297.7,1
sendai_sports,2024-06-03,301.5,1
sapporo_sports,2024-06-03,306.4,1
tokyo_lifestyle,2024-06-03,273.2,0
osaka_lifestyle,2024-06-03,271.8,0
nagoya_lifestyle,2024-06-03,268.8,0
fukuoka_lifestyle,2024-06-03,263.1,0
sendai_lifestyle,2024-06-03,267.7,0
sapporo_lifestyle,2024-06-03,270.9,0
tokyo_sports,2024-06-10,309.6,1
osaka_sports,2024-06-10,308.3,1
nagoya_sports,2024-06-10,302.3,1
fukuoka_sports,2024-06-10,297.7,1
sendai_sports,2024-06-10,302.7,1
sapporo_sports,2024-06-10,302.1,1
tokyo_lifestyle,2024-06-10,277.7,0
osaka_lifestyle,2024-06-10,275.9,0
nagoya_lifestyle,2024-06-10,265.5,0
fukuoka_lifestyle,2024-06-10,267.4,0
sendai_lifestyle,2024-06-10,264.9,0
sapporo_lifestyle,2024-06-10,265.8,0
tokyo_sports,2024-06-17,310.0,1
osaka_sports,2024-06-17,309.8,1
nagoya_sports,2024-06-17,300.4,1
fukuoka_sports,2024-06-17,300.2,1
sendai_sports,2024-06-17,300.0,1
sapporo_sports,2024-06-17,299.7,1
tokyo_lifestyle,2024-06-17,281.2,0
osaka_lifestyle,2024-06-17,272.4,0
nagoya_lifestyle,2024-06-17,271.9,0
fukuoka_lifestyle,2024-06-17,269.4,0
sendai_lifestyle,2024-06-17,262.0,0
sapporo_lifestyle,2024-06-17,270.3,0
tokyo_sports,2024-06-24,310.6,1
osaka_sports,2024-06-24,310.1,1
nagoya_sports,2024-06-24,299.8,1
fukuoka_sports,2024-06-24,302.9,1
sendai_sports,2024-06-24,295.7,1
sapporo_sports,2024-06-24,301.8,1
tokyo_lifestyle,2024-06-24,277.1,0
osaka_lifestyle,2024-06-24,271.9,0
nagoya_lifestyle,2024-06-24,274.2,0
fukuoka_lifestyle,2024-06-24,266.8,0
sendai_lifestyle,2024-06-24,270.7,0
sapporo_lifestyle,2024-06-24,267.2,0
tokyo_sports,2024-07-01,311.3,1
osaka_sports,2024-07-01,309.1,1
nagoya_sports,2024-07-01,300.9,1
fukuoka_sports,2024-07-01,303.3,1
sendai_sports,2024-07-01,294.7,1
sapporo_sports,2024-07-01,303.5,1
tokyo_lifestyle,2024-07-01,272.2,0
osaka_lifestyle,2024-07-01,274.7,0
nagoya_lifestyle,2024-07-01,266.7,0
fukuoka_lifestyle,2024-07-01,270.4,0
sendai_lifestyle,2024-07-01,265.4,0
sapporo_lifestyle,2024-07-01,271.6,0
tokyo_sports,2024-07-08,312.0,1
osaka_sports,2024-07-08,307.1,1
nagoya_sports,2024-07-08,303.2,1
fukuoka_sports,2024-07-08,301.2,1
sendai_sports,2024-07-08,297.9,1
sapporo_sports,2024-07-08,301.2,1
tokyo_lifestyle,2024-07-08,275.1,0
osaka_lifestyle,2024-07-08,271.9,0
nagoya_lifestyle,2024-07-08,267.4,0
fukuoka_lifestyle,2024-07-08,266.8,0
sendai_lifestyle,2024-07-08,263.4,0
sapporo_lifestyle,2024-07-08,268.5,0
tokyo_sports,2024-07-15,312.5,1
osaka_sports,2024-07-15,304.7,1
nagoya_sports,2024-07-15,305.2,1
fukuoka_sports,2024-07-15,298.5,1
sendai_sports,2024-07-15,301.5,1
sapporo_sports,2024-07-15,298.5,1
tokyo_lifestyle,2024-07-15,280.1,0
osaka_lifestyle,2024-07-15,269.4,0
nagoya_lifestyle,2024-07-15,272.5,0
fukuoka_lifestyle,2024-07-15,264.0,0
sendai_lifestyle,2024-07-15,267.5,0
sapporo_lifestyle,2024-07-15,265.0,0
tokyo_sports,2024-07-22,312.6,1
osaka_sports,2024-07-22,302.5,1
nagoya_sports,2024-07-22,305.6,1
fukuoka_sports,2024-07-22,297.3,1
sendai_sports,2024-07-22,300.9,1
sapporo_sports,2024-07-22,299.7,1
tokyo_lifestyle,2024-07-22,278.1,0
osaka_lifestyle,2024-07-22,274.1,0
nagoya_lifestyle,2024-07-22,268.8,0
fukuoka_lifestyle,2024-07-22,271.0,0
sendai_lifestyle,2024-07-22,263.4,0
sapporo_lifestyle,2024-07-22,272.6,0
tokyo_sports,2024-07-29,312.2,1
osaka_sports,2024-07-29,301.1,1
nagoya_sports,2024-07-29,303.7,1
fukuoka_sports,2024-07-29,298.1,1
sendai_sports,2024-07-29,296.2,1
sapporo_sports,2024-07-29,302.2,1
tokyo_lifestyle,2024-07-29,273.0,0
osaka_lifestyle,2024-07-29,275.0,0
nagoya_lifestyle,2024-07-29,267.0,0
fukuoka_lifestyle,2024-07-29,266.8,0
sendai_lifestyle,2024-07-29,266.0,0
sapporo_lifestyle,2024-07-29,264.4,0
tokyo_sports,2024-08-05,311.3,1
osaka_sports,2024-08-05,300.5,1
nagoya_sports,2024-08-05,299.9,1
fukuoka_sports,2024-08-05,299.2,1
sendai_sports,2024-08-05,291.6,1
sapporo_sports,2024-08-05,299.9,1
tokyo_lifestyle,2024-08-05,273.0,0
osaka_lifestyle,2024-08-05,267.4,0
nagoya_lifestyle,2024-08-05,268.9,0
fukuoka_lifestyle,2024-08-05,260.8,0
sendai_lifestyle,2024-08-05,262.2,0
sapporo_lifestyle,2024-08-05,265.9,0
tokyo_sports,2024-08-12,309.9,1
osaka_sports,2024-08-12,300.6,1
nagoya_sports,2024-08-12,295.7,1
fukuoka_sports,2024-08-12,298.2,1
sendai_sports,2024-08-12,290.7,1
sapporo_sports,2024-08-12,293.4,1
tokyo_lifestyle,2024-08-12,274.7,0
osaka_lifestyle,2024-08-12,265.3,0
nagoya_lifestyle,2024-08-12,264.3,0
fukuoka_lifestyle,2024-08-12,266.3,0
sendai_lifestyle,2024-08-12,259.3,0
sapporo_lifestyle,2024-08-12,266.2,0
tokyo_sports,2024-08-19,308.0,1
osaka_sports,2024-08-19,300.9,1
nagoya_sports,2024-08-19,292.7,1
fukuoka_sports,2024-08-19,294.6,1
sendai_sports,2024-08-19,292.4,1
sapporo_sports,2024-08-19,290.3,1
tokyo_lifestyle,2024-08-19,271.9,0
osaka_lifestyle,2024-08-19,270.9,0
nagoya_lifestyle,2024-08-19,263.5,0
fukuoka_lifestyle,2024-08-19,264.6,0
sendai_lifestyle,2024-08-19,266.4,0
sapporo_lifestyle,2024-08-19,264.0,0
tokyo_sports,2024-08-26,305.9,1
osaka_sports,2024-08-26,301.0,1
nagoya_sports,2024-08-26,291.8,1
fukuoka_sports,2024-08-26,290.0,1
sendai_sports,2024-08-26,292.7,1
sapporo_sports,2024-08-26,293.6,1
tokyo_lifestyle,2024-08-26,269.3,0
osaka_lifestyle,2024-08-26,270.7,0
nagoya_lifestyle,2024-08-26,269.2,0
fukuoka_lifestyle,2024-08-26,261.6,0
sendai_lifestyle,2024-08-26,259.3,0
sapporo_lifestyle,2024-08-26,265.7,0
tokyo_sports,2024-09-02,303.8,1
osaka_sports,2024-09-02,300.4,1
nagoya_sports,2024-09-02,292.6,1
fukuoka_sports,2024-09-02,287.6,1
sendai_sports,2024-09-02,290.3,1
sapporo_sports,2024-09-02,297.5,1
tokyo_lifestyle,2024-09-02,272.6,0
osaka_lifestyle,2024-09-02,265.7,0
nagoya_lifestyle,2024-09-02,265.3,0
fukuoka_lifestyle,2024-09-02,264.2,0
sendai_lifestyle,2024-09-02,257.7,0
sapporo_lifestyle,2024-09-02,259.3,0
tokyo_sports,2024-09-09,301.9,1
osaka_sports,2024-09-09,299.0,1
nagoya_sports,2024-09-09,294.3,1
fukuoka_sports,2024-09-09,288.9,1
sendai_sports,2024-09-09,287.9,1
sapporo_sports,2024-09-09,295.9,1
tokyo_lifestyle,2024-09-09,275.6,0
osaka_lifestyle,2024-09-09,266.6,0
nagoya_lifestyle,2024-09-09,259.3,0
fukuoka_lifestyle,2024-09-09,259.8,0
sendai_lifestyle,2024-09-09,263.3,0
sapporo_lifestyle,2024-09-09,266.8,0
tokyo_sports,2024-09-16,300.4,1
osaka_sports,2024-09-16,297.1,1
nagoya_sports,2024-09-16,295.4,1
fukuoka_sports,2024-09-16,292.6,1
sendai_sports,2024-09-16,288.9,1
sapporo_sports,2024-09-16,291.5,1
tokyo_lifestyle,2024-09-16,271.4,0
osaka_lifestyle,2024-09-16,268.6,0
nagoya_lifestyle,2024-09-16,265.0,0
fukuoka_lifestyle,2024-09-16,261.4,0
sendai_lifestyle,2024-09-16,259.0,0
sapporo_lifestyle,2024-09-16,263.3,0
tokyo_sports,2024-09-23,299.6,1
osaka_sports,2024-09-23,295.1,1
nagoya_sports,2024-09-23,295.3,1
fukuoka_sports,2024-09-23,296.0,1
sendai_sports,2024-09-23,292.6,1
sapporo_sports,2024-09-23,290.8,1
tokyo_lifestyle,2024-09-23,266.8,0
osaka_lifestyle,2024-09-23,265.7,0
nagoya_lifestyle,2024-09-23,267.9,0
fukuoka_lifestyle,2024-09-23,267.4,0
sendai_lifestyle,2024-09-23,261.6,0
sapporo_lifestyle,2024-09-23,260.3,0
tokyo_sports,2024-09-30,299.6,1
osaka_sports,2024-09-30,293.8,1
nagoya_sports,2024-09-30,294.4,1
fukuoka_sports,2024-09-30,296.8,1
sendai_sports,2024-09-30,294.7,1
sapporo_sports,2024-09-30,294.0,1
tokyo_lifestyle,2024-09-30,270.6,0
osaka_lifestyle,2024-09-30,266.9,0
nagoya_lifestyle,2024-09-30,263.8,0
fukuoka_lifestyle,2024-09-30,261.0,0
sendai_lifestyle,2024-09-30,260.7,0
sapporo_lifestyle,2024-09-30,267.8,0
tokyo_sports,2024-10-07,300.5,1
osaka_sports,2024-10-07,293.7,1
nagoya_sports,2024-10-07,293.7,1
fukuoka_sports,2024-10-07,295.1,1
sendai_sports,2024-10-07,292.8,1
sapporo_sports,2024-10-07,295.7,1
tokyo_lifestyle,2024-10-07,277.2,0
osaka_lifestyle,2024-10-07,273.5,0
nagoya_lifestyle,2024-10-07,266.4,0
fukuoka_lifestyle,2024-10-07,261.5,0
sendai_lifestyle,2024-10-07,260.5,0
sapporo_lifestyle,2024-10-07,264.0,0
tokyo_sports,2024-10-14,302.1,1
osaka_sports,2024-10-14,295.1,1
nagoya_sports,2024-10-14,294.6,1
fukuoka_sports,2024-10-14,293.4,1
sendai_sports,2024-10-14,289.5,1
sapporo_sports,2024-10-14,294.4,1
tokyo_lifestyle,2024-10-14,277.5,0
osaka_lifestyle,2024-10-14,273.0,0
nagoya_lifestyle,2024-10-14,269.0,0
fukuoka_lifestyle,2024-10-14,269.9,0
sendai_lifestyle,2024-10-14,268.7,0
sapporo_lifestyle,2024-10-14,268.3,0
tokyo_sports,2024-10-21,304.5,1
osaka_sports,2024-10-21,298.1,1
nagoya_sports,2024-10-21,297.5,1
fukuoka_sports,2024-10-21,294.0,1
sendai_sports,2024-10-21,289.6,1
sapporo_sports,2024-10-21,295.1,1
tokyo_lifestyle,2024-10-21,275.0,0
osaka_lifestyle,2024-10-21,268.3,0
nagoya_lifestyle,2024-10-21,267.2,0
fukuoka_lifestyle,2024-10-21,267.6,0
sendai_lifestyle,2024-10-21,263.4,0
sapporo_lifestyle,2024-10-21,267.0,0
tokyo_sports,2024-10-28,307.4,1
osaka_sports,2024-10-28,302.2,1
nagoya_sports,2024-10-28,301.9,1
fukuoka_sports,2024-10-28,297.3,1
sendai_sports,2024-10-28,294.8,1
sapporo_sports,2024-10-28,300.6,1
tokyo_lifestyle,2024-10-28,277.8,0
osaka_lifestyle,2024-10-28,273.0,0
nagoya_lifestyle,2024-10-28,272.9,0
fukuoka_lifestyle,2024-10-28,268.8,0
sendai_lifestyle,2024-10-28,265.6,0
sapporo_lifestyle,2024-10-28,271.6,0
tokyo_sports,2024-11-04,310.6,1
osaka_sports,2024-11-04,306.7,1
nagoya_sports,2024-11-04,306.3,1
fukuoka_sports,2024-11-04,301.5,1
sendai_sports,2024-11-04,301.4,1
sapporo_sports,2024-11-04,306.0,1
tokyo_lifestyle,2024-11-04,282.8,0
osaka_lifestyle,2024-11-04,281.3,0
nagoya_lifestyle,2024-11-04,278.5,0
fukuoka_lifestyle,2024-11-04,273.6,0
sendai_lifestyle,2024-11-04,274.4,0
sapporo_lifestyle,2024-11-04,276.3,0
tokyo_sports,2024-11-11,313.9,1
osaka_sports,2024-11-11,310.9,1
nagoya_sports,2024-11-11,309.5,1
fukuoka_sports,2024-11-11,304.3,1
sendai_sports,2024-11-11,304.9,1
sapporo_sports,2024-11-11,305.7,1
tokyo_lifestyle,2024-11-11,283.4,0
osaka_lifestyle,2024-11-11,281.2,0
nagoya_lifestyle,2024-11-11,274.0,0
fukuoka_lifestyle,2024-11-11,272.5,0
sendai_lifestyle,2024-11-11,271.1,0
sapporo_lifestyle,2024-11-11,270.9,0
tokyo_sports,2024-11-18,317.0,1
osaka_sports,2024-11-18,314.3,1
nagoya_sports,2024-11-18,310.6,1
fukuoka_sports,2024-11-18,305.1,1
sendai_sports,2024-11-18,304.6,1
sapporo_sports,2024-11-18,302.8,1
tokyo_lifestyle,2024-11-18,284.0,0
osaka_lifestyle,2024-11-18,280.2,0
nagoya_lifestyle,2024-11-18,276.1,0
fukuoka_lifestyle,2024-11-18,279.1,0
sendai_lifestyle,2024-11-18,275.6,0
sapporo_lifestyle,2024-11-18,281.8,0
tokyo_sports,2024-11-25,319.7,1
osaka_sports,2024-11-25,316.6,1
nagoya_sports,2024-11-25,310.3,1
fukuoka_sports,2024-11-25,305.6,1
sendai_sports,2024-11-25,304.3,1
sapporo_sports,2024-11-25,304.7,1
tokyo_lifestyle,2024-11-25,290.4,0
osaka_lifestyle,2024-11-25,285.7,0
nagoya_lifestyle,2024-11-25,286.1,0
fukuoka_lifestyle,2024-11-25,283.4,0
sendai_lifestyle,2024-11-25,278.3,0
sapporo_lifestyle,2024-11-25,281.6,0
tokyo_sports,2024-12-02,322.1,1
osaka_sports,2024-12-02,318.0,1
nagoya_sports,2024-12-02,309.8,1
fukuoka_sports,2024-12-02,308.0,1
sendai_sports,2024-12-02,307.2,1
sapporo_sports,2024-12-02,312.2,1
tokyo_lifestyle,2024-12-02,296.5,0
osaka_lifestyle,2024-12-02,288.9,0
nagoya_lifestyle,2024-12-02,286.5,0
fukuoka_lifestyle,2024-12-02,278.5,0
sendai_lifestyle,2024-12-02,279.8,0
sapporo_lifestyle,2024-12-02,282.4,0
tokyo_sports,2024-12-09,323.9,1
osaka_sports,2024-12-09,319.0,1
nagoya_sports,2024-12-09,310.6,1
fukuoka_sports,2024-12-09,313.0,1
sendai_sports,2024-12-09,312.1,1
sapporo_sports,2024-12-09,318.2,1
tokyo_lifestyle,2024-12-09,295.0,0
osaka_lifestyle,2024-12-09,288.3,0
nagoya_lifestyle,2024-12-09,285.1,0
fukuoka_lifestyle,2024-12-09,285.5,0
sendai_lifestyle,2024-12-09,287.6,0
sapporo_lifestyle,2024-12-09,287.8,0
tokyo_sports,2024-12-16,325.3,1
osaka_sports,2024-12-16,320.0,1
nagoya_sports,2024-12-16,313.4,1
fukuoka_sports,2024-12-16,318.9,1
sendai_sports,2024-12-16,315.0,1
sapporo_sports,2024-12-16,318.4,1
tokyo_lifestyle,2024-12-16,292.4,0
osaka_lifestyle,2024-12-16,293.6,0
nagoya_lifestyle,2024-12-16,291.1,0
fukuoka_lifestyle,2024-12-16,292.5,0
sendai_lifestyle,2024-12-16,283.2,0
sapporo_lifestyle,2024-12-16,287.8,0
tokyo_sports,2024-12-23,326.3,1
osaka_sports,2024-12-23,321.5,1
nagoya_sports,2024-12-23,317.9,1
fukuoka_sports,2024-12-23,322.7,1
sendai_sports,2024-12-23,315.0,1
sapporo_sports,2024-12-23,317.2,1
tokyo_lifestyle,2024-12-23,297.7,0
osaka_lifestyle,2024-12-23,299.9,0
nagoya_lifestyle,2024-12-23,292.6,0
fukuoka_lifestyle,2024-12-23,288.4,0
sendai_lifestyle,2024-12-23,287.0,0
sapporo_lifestyle,2024-12-23,295.0,0
